"","CustID","Week","Calls","Minutes","Amt"
"103",1005,7,63,9.45,141.75
"104",1005,8,42,3.5,27.3
"105",1005,9,49,7.35,39.69
"106",1005,10,203,6.76666666666667,109.62
"107",1005,11,56,8.4,75.6
"108",1005,12,133,19.95,71.82
"109",1005,13,70,14,151.2
"110",1005,14,7,0.116666666666667,0.35
"111",1005,15,49,4.08333333333333,34.3
"112",1005,16,63,8.4,131.04
"113",1005,17,42,2.1,36.54
"114",1005,18,196,29.4,511.56
"115",1005,19,56,0.933333333333333,7.84
"116",1005,20,196,3.26666666666667,13.72
"117",1005,21,196,19.6,270.48
"118",1006,1,56,4.66666666666667,33.6
"119",1006,2,70,2.33333333333333,26.6
"120",1006,3,133,26.6,111.72
"121",1006,4,133,13.3,167.58
"122",1006,5,14,0.233333333333333,1.82
"123",1006,6,63,2.1,36.54
"124",1006,7,49,2.45,26.46
"125",1006,8,56,3.73333333333333,67.2
"126",1006,9,147,17.15,113.19
"127",1006,10,70,3.5,46.2
"128",1006,11,161,24.15,260.82
"129",1006,12,49,2.45,16.17
"130",1006,13,203,33.8333333333333,507.5
"131",1006,14,42,3.5,23.1
"132",1006,15,112,3.73333333333333,44.8
"133",1006,16,56,2.8,15.12
"134",1006,17,42,1.4,12.6
"135",1006,18,203,3.38333333333333,36.54
"136",1006,19,56,4.66666666666667,22.4
"137",1006,20,98,24.5,249.9
"138",1006,21,126,4.2,42.84
"139",1006,22,175,23.3333333333333,70
"140",1006,23,154,15.4,194.04
"141",1006,24,70,17.5,105
"142",1007,1,70,2.33333333333333,37.8
"143",1007,2,14,0.7,5.46
"144",1007,3,49,0.816666666666667,5.88
"145",1007,4,21,3.85,60.06
"146",1007,5,14,0.7,7.98
"147",1007,6,63,15.75,103.95
"148",1007,7,147,19.6,258.72
"149",1007,8,161,34.8833333333333,502.32
"150",1007,9,133,6.65,67.83
"151",1007,10,203,23.6833333333333,156.31
"152",1007,11,98,24.5,161.7
"153",1007,12,112,5.6,43.68
"154",1007,13,91,15.1666666666667,118.3
"155",1007,14,42,1.4,5.88
"156",1007,15,98,4.9,85.26
"157",1007,16,56,7.46666666666667,98.56
"158",1007,17,7,1.63333333333333,5.88
"159",1007,18,203,16.9166666666667,111.65
"160",1007,19,63,7.35,44.1
"161",1007,20,119,9.91666666666667,95.2
"162",1007,21,56,1.86666666666667,15.68
"163",1007,22,49,7.35,74.97
"164",1007,23,126,10.5,144.9
"165",1007,24,35,5.25,91.35
"166",1008,1,70,2.33333333333333,11.2
"167",1008,2,63,3.15,26.46
"168",1008,3,112,9.33333333333333,56
"169",1008,4,168,2.8,25.2
"170",1008,5,49,5.71666666666667,34.3
"171",1008,6,56,8.4,80.64
"172",1008,7,133,28.8166666666667,328.51
"173",1008,8,98,13.0666666666667,148.96
"174",1008,9,49,5.71666666666667,37.73
"175",1008,10,91,18.2,98.28
"176",1008,11,161,21.4666666666667,270.48
"177",1008,12,98,9.8,111.72
"178",1008,13,56,14,142.8
"179",1008,14,7,0.816666666666667,8.33
"180",1008,15,119,7.93333333333333,95.2
"181",1008,16,63,14.7,132.3
"182",1008,17,28,0.466666666666667,8.12
"183",1008,18,175,20.4166666666667,61.25
"184",1008,19,56,3.73333333333333,22.4
"185",1008,20,56,6.53333333333333,117.6
"186",1008,21,119,9.91666666666667,178.5
"187",1008,22,98,14.7,114.66
"188",1008,23,133,15.5166666666667,260.68
"189",1008,24,49,7.35,70.56
"190",1009,1,70,8.16666666666667,39.2
"191",1009,2,7,1.75,31.5
"192",1009,3,98,8.16666666666667,78.4
"193",1009,4,49,3.26666666666667,35.28
"194",1009,5,21,1.05,10.71
"195",1009,6,70,4.66666666666667,58.8
"196",1009,7,49,8.16666666666667,68.6
"197",1009,8,161,37.5666666666667,202.86
"198",1009,9,112,18.6666666666667,280
"199",1009,10,56,14,210
"200",1009,11,77,7.7,78.54
"201",1009,12,119,7.93333333333333,28.56
"202",1009,13,70,17.5,105
"203",1009,14,28,3.26666666666667,21.56
"204",1009,15,56,14,226.8
"205",1009,16,56,0.933333333333333,15.12
"206",1009,17,63,13.65,73.71
"207",1009,18,105,7,126
"208",1009,19,63,1.05,5.04
"209",1009,20,42,2.8,36.96
"210",1009,21,182,21.2333333333333,280.28
"211",1009,22,84,4.2,57.96
"212",1009,23,63,13.65,155.61
"213",1009,24,21,0.7,5.46
"214",1010,1,56,14,218.4
"215",1010,2,14,1.63333333333333,26.46
"216",1010,3,119,15.8666666666667,180.88
"217",1010,4,42,7,126
"218",1010,5,35,1.16666666666667,9.8
"219",1010,6,63,9.45,56.7
"220",1010,7,112,26.1333333333333,454.72
"221",1010,8,77,7.7,110.88
"222",1010,9,98,14.7,61.74
"223",1010,10,70,10.5,88.2
"224",1010,11,175,11.6666666666667,189
"225",1010,12,56,10.2666666666667,36.96
"226",1010,13,49,8.16666666666667,68.6
"227",1010,14,63,15.75,283.5
"228",1010,15,42,1.4,15.96
"229",1010,16,63,13.65,57.33
"230",1010,17,28,4.2,32.76
"231",1010,18,126,2.1,30.24
"232",1010,19,70,9.33333333333333,156.8
"233",1010,20,112,20.5333333333333,110.88
"234",1010,21,105,26.25,267.75
"235",1010,22,161,29.5166666666667,123.97
"236",1010,23,42,9.8,58.8
"237",1010,24,63,6.3,56.7
"238",1011,1,63,1.05,15.75
"239",1011,2,21,3.5,16.8
"240",1011,3,56,2.8,28.56
"241",1011,4,21,5.25,72.45
"242",1011,5,49,2.45,10.29
"243",1011,6,56,1.86666666666667,29.12
"244",1011,7,98,1.63333333333333,18.62
"245",1011,8,175,11.6666666666667,175
"246",1011,9,119,21.8166666666667,130.9
"247",1011,10,49,4.08333333333333,51.45
"248",1011,11,63,11.55,194.04
"249",1011,12,42,5.6,50.4
"250",1011,13,28,1.4,11.76
"251",1011,14,28,2.33333333333333,39.2
"252",1011,15,112,16.8,70.56
"253",1011,16,70,9.33333333333333,100.8
"254",1011,17,63,7.35,79.38
"255",1011,18,175,23.3333333333333,238
"256",1011,19,63,1.05,12.6
"257",1011,20,154,20.5333333333333,271.04
"258",1011,21,168,22.4,362.88
"259",1011,22,91,22.75,109.2
"260",1011,23,56,14,243.6
"261",1011,24,63,9.45,136.08
"262",1012,1,63,7.35,74.97
"263",1012,2,56,14,58.8
"264",1012,3,42,4.2,45.36
"265",1012,4,56,9.33333333333333,106.4
"266",1012,5,70,14,159.6
"267",1012,6,56,7.46666666666667,22.4
"268",1012,7,119,15.8666666666667,57.12
"269",1012,8,63,4.2,65.52
"270",1012,9,56,9.33333333333333,156.8
"271",1012,10,28,1.86666666666667,5.6
"272",1012,11,35,4.66666666666667,33.6
"273",1012,12,112,13.0666666666667,133.28
"274",1012,13,140,2.33333333333333,36.4
"275",1012,14,63,10.5,75.6
"276",1012,15,154,23.1,83.16
"277",1012,16,63,4.2,22.68
"278",1012,17,42,4.2,15.12
"279",1012,18,147,2.45,22.05
"280",1012,19,63,9.45,96.39
"281",1012,20,161,24.15,202.86
"282",1012,21,196,13.0666666666667,78.4
"283",1012,22,140,21,100.8
"284",1012,23,161,26.8333333333333,386.4
"285",1012,24,49,0.816666666666667,2.45
"286",1013,1,63,15.75,189
"287",1013,2,56,1.86666666666667,14.56
"288",1013,3,112,1.86666666666667,19.04
"289",1013,4,175,20.4166666666667,306.25
"290",1013,5,28,0.466666666666667,6.44
"291",1013,6,63,3.15,22.68
"292",1013,7,56,7.46666666666667,125.44
"293",1013,8,35,7.58333333333333,22.75
"294",1013,9,42,2.8,10.08
"295",1013,10,140,2.33333333333333,7
"296",1013,11,168,25.2,438.48
"297",1013,12,154,10.2666666666667,49.28
"298",1013,13,189,34.65,582.12
"299",1013,14,42,10.5,182.7
"300",1013,15,161,26.8333333333333,305.9
"301",1013,16,63,2.1,28.98
"302",1013,17,42,9.1,38.22
"303",1013,18,189,28.35,374.22
"304",1013,19,63,7.35,22.05
"305",1013,20,77,8.98333333333333,64.68
"306",1013,21,91,3.03333333333333,18.2
"307",1013,22,63,7.35,66.15
"308",1013,23,98,3.26666666666667,25.48
"309",1013,24,14,1.86666666666667,22.4
"310",1014,1,56,5.6,60.48
"311",1014,2,70,10.5,37.8
"312",1014,3,154,20.5333333333333,197.12
"313",1014,4,14,3.5,25.2
"314",1014,5,42,3.5,31.5
"315",1014,6,56,6.53333333333333,86.24
"316",1014,7,42,9.1,136.5
"317",1014,8,168,2.8,16.8
"318",1014,9,112,18.6666666666667,257.6
"319",1014,10,189,28.35,187.11
"320",1014,11,63,10.5,138.6
"321",1014,12,161,26.8333333333333,241.5
"322",1014,13,70,17.5,241.5
"323",1014,14,42,6.3,109.62
"324",1014,15,77,6.41666666666667,19.25
"325",1014,16,63,13.65,180.18
"326",1014,17,21,3.5,54.6
"327",1014,18,203,23.6833333333333,99.47
"328",1014,19,56,9.33333333333333,84
"329",1014,20,147,24.5,205.8
"330",1014,21,7,1.75,13.65
"331",1014,22,35,5.83333333333333,98
"332",1014,23,161,10.7333333333333,64.4
"333",1014,24,63,13.65,65.52
"334",1015,1,56,6.53333333333333,47.04
"335",1015,2,56,0.933333333333333,5.04
"336",1015,3,161,26.8333333333333,257.6
"337",1015,4,56,2.8,20.16
"338",1015,5,14,2.33333333333333,19.6
"339",1015,6,63,5.25,31.5
"340",1015,7,112,5.6,47.04
"341",1015,8,63,2.1,27.72
"342",1015,9,154,25.6666666666667,338.8
"343",1015,10,70,8.16666666666667,58.8
"344",1015,11,105,17.5,231
"345",1015,12,77,17.9666666666667,97.02
"346",1015,13,84,12.6,136.08
"347",1015,14,21,3.5,12.6
"348",1015,15,147,22.05,383.67
"349",1015,16,56,9.33333333333333,151.2
"350",1015,17,21,0.35,1.47
"351",1015,18,168,28,235.2
"352",1015,19,56,8.4,151.2
"353",1015,20,147,7.35,92.61
"354",1015,21,21,2.45,38.22
"355",1015,22,105,5.25,25.2
"356",1015,23,77,10.2666666666667,36.96
"357",1015,24,56,4.66666666666667,36.4
"358",1016,1,63,5.25,34.65
"359",1016,2,21,4.9,49.98
"360",1016,3,77,10.2666666666667,98.56
"361",1016,4,28,3.73333333333333,29.12
"362",1016,5,35,4.66666666666667,25.2
"363",1016,6,70,10.5,107.1
"364",1016,7,154,7.7,92.4
"365",1016,8,105,10.5,151.2
"366",1016,9,161,26.8333333333333,402.5
"367",1016,10,84,1.4,24.36
"368",1016,11,105,24.5,191.1
"369",1016,12,147,24.5,338.1
"370",1016,13,147,17.15,308.7
"371",1016,14,21,3.15,37.8
"372",1016,15,147,34.3,308.7
"373",1016,16,56,0.933333333333333,9.52
"374",1016,17,63,8.4,80.64
"375",1016,18,161,24.15,347.76
"376",1016,19,56,4.66666666666667,81.2
"377",1016,20,126,6.3,56.7
"378",1016,21,154,17.9666666666667,312.62
"379",1016,22,133,6.65,103.74
"380",1016,23,175,5.83333333333333,63
"381",1016,24,49,3.26666666666667,58.8
"382",1017,1,56,13.0666666666667,54.88
"383",1017,2,21,1.05,13.23
"384",1017,3,147,2.45,41.16
"385",1017,4,154,23.1,221.76
"386",1017,5,42,5.6,40.32
"387",1017,6,63,13.65,57.33
"388",1017,7,161,16.1,280.14
"389",1017,8,105,19.25,311.85
"390",1017,9,77,12.8333333333333,207.9
"391",1017,10,147,19.6,188.16
"392",1017,11,126,4.2,22.68
"393",1017,12,147,24.5,352.8
"394",1017,13,77,12.8333333333333,46.2
"395",1017,14,63,14.7,176.4
"396",1017,15,126,6.3,86.94
"397",1017,16,56,9.33333333333333,156.8
"398",1017,17,49,4.08333333333333,53.9
"399",1017,18,154,12.8333333333333,69.3
"400",1017,19,63,4.2,17.64
"401",1017,20,140,9.33333333333333,67.2
"402",1017,21,175,14.5833333333333,262.5
"403",1017,22,56,3.73333333333333,22.4
"404",1017,23,63,9.45,153.09
"405",1017,24,28,2.8,38.64
"406",1018,1,70,3.5,12.6
"407",1018,2,14,2.1,37.8
"408",1018,3,147,4.9,44.1
"409",1018,4,112,28,252
"410",1018,5,70,7,46.2
"411",1018,6,63,10.5,63
"412",1018,7,77,14.1166666666667,93.17
"413",1018,8,126,23.1,221.76
"414",1018,9,147,2.45,36.75
"415",1018,10,77,15.4,147.84
"416",1018,11,56,9.33333333333333,145.6
"417",1018,12,126,21,63
"418",1018,13,182,9.1,70.98
"419",1018,14,49,2.45,35.28
"420",1018,15,140,21,365.4
"421",1018,16,63,5.25,53.55
"422",1018,17,28,0.466666666666667,3.36
"423",1018,18,196,13.0666666666667,235.2
"424",1018,19,56,8.4,115.92
"425",1018,20,161,13.4166666666667,80.5
"426",1018,21,14,3.5,37.8
"427",1018,22,133,4.43333333333333,23.94
"428",1018,23,35,1.75,7.35
"429",1018,24,7,0.816666666666667,3.92
"430",1019,1,70,10.5,163.8
"431",1019,2,70,2.33333333333333,23.8
"432",1019,3,126,8.4,120.96
"433",1019,4,49,12.25,161.7
"434",1019,5,56,2.8,43.68
"435",1019,6,63,7.35,97.02
"436",1019,7,147,26.95,145.53
"437",1019,8,56,1.86666666666667,24.64
"438",1019,9,147,9.8,29.4
"439",1019,10,182,30.3333333333333,364
"440",1019,11,84,5.6,33.6
"441",1019,12,140,21,264.6
"442",1019,13,42,2.1,13.86
"443",1019,14,28,4.2,42.84
"444",1019,15,161,8.05,82.11
"445",1019,16,56,0.933333333333333,7.84
"446",1019,17,35,1.75,23.1
"447",1019,18,175,26.25,283.5
"448",1019,19,56,8.4,55.44
"449",1019,20,35,5.83333333333333,35
"450",1019,21,154,17.9666666666667,194.04
"451",1019,22,112,18.6666666666667,257.6
"452",1019,23,168,22.4,362.88
"453",1019,24,35,5.25,47.25
"454",1020,1,63,8.4,120.96
"455",1020,2,70,17.5,315
"456",1020,3,140,32.6666666666667,313.6
"457",1020,4,126,8.4,35.28
"458",1020,5,7,0.35,5.88
"459",1020,6,56,10.2666666666667,141.68
"460",1020,7,147,24.5,249.9
"461",1020,8,84,12.6,120.96
"462",1020,9,126,16.8,110.88
"463",1020,10,42,1.4,15.96
"464",1020,11,175,20.4166666666667,306.25
"465",1020,12,161,24.15,231.84
"466",1020,13,70,4.66666666666667,25.2
"467",1020,14,35,1.75,19.95
"468",1020,15,35,8.75,73.5
"469",1020,16,56,2.8,16.8
"470",1020,17,70,1.16666666666667,10.5
"471",1020,18,168,25.2,287.28
"472",1020,19,70,4.66666666666667,56
"473",1020,20,133,11.0833333333333,192.85
"474",1020,21,84,7,29.4
"475",1020,22,161,18.7833333333333,123.97
"476",1020,23,63,7.35,79.38
"477",1020,24,28,7,92.4
"478",1021,1,63,15.75,47.25
"479",1021,2,21,1.4,10.08
"480",1021,3,161,37.5666666666667,315.56
"481",1021,4,14,3.5,10.5
"482",1021,5,14,2.33333333333333,28
"483",1021,6,56,7.46666666666667,85.12
"484",1021,7,126,8.4,85.68
"485",1021,8,175,35,252
"486",1021,9,140,23.3333333333333,364
"487",1021,10,70,9.33333333333333,84
"488",1021,11,140,18.6666666666667,324.8
"489",1021,12,35,1.16666666666667,18.2
"490",1021,13,133,6.65,107.73
"491",1021,14,70,17.5,283.5
"492",1021,15,133,15.5166666666667,111.72
"493",1021,16,70,1.16666666666667,16.1
"494",1021,17,35,3.5,35.7
"495",1021,18,126,8.4,70.56
"496",1021,19,56,4.66666666666667,61.6
"497",1021,20,168,36.4,655.2
"498",1021,21,7,0.233333333333333,2.1
"499",1021,22,35,7.58333333333333,91
"500",1021,23,105,5.25,56.7
"501",1021,24,21,2.45,8.82
"502",1022,1,70,4.66666666666667,36.4
"503",1022,2,56,14,193.2
"504",1022,3,35,8.16666666666667,93.1
"505",1022,4,70,15.1666666666667,100.1
"506",1022,5,70,5.83333333333333,28
"507",1022,6,56,4.66666666666667,50.4
"508",1022,7,140,28,84
"509",1022,8,140,7,126
"510",1022,9,161,21.4666666666667,296.24
"511",1022,10,133,11.0833333333333,179.55
"512",1022,11,147,4.9,52.92
"513",1022,12,133,15.5166666666667,260.68
"514",1022,13,98,16.3333333333333,127.4
"515",1022,14,35,2.33333333333333,33.6
"516",1022,15,168,19.6,246.96
"517",1022,16,56,5.6,87.36
"518",1022,17,35,0.583333333333333,7
"519",1022,18,154,12.8333333333333,184.8
"520",1022,19,63,10.5,69.3
"521",1022,20,70,8.16666666666667,142.1
"522",1022,21,35,5.83333333333333,73.5
"523",1022,22,119,5.95,60.69
"524",1022,23,105,7,63
"525",1022,24,49,0.816666666666667,7.35
"526",1023,1,56,14,42
"527",1023,2,70,10.5,94.5
"528",1023,3,133,26.6,367.08
"529",1023,4,91,1.51666666666667,27.3
"530",1023,5,35,4.08333333333333,34.3
"531",1023,6,63,10.5,63
"532",1023,7,161,2.68333333333333,27.37
"533",1023,8,147,24.5,338.1
"534",1023,9,35,8.75,147
"535",1023,10,98,1.63333333333333,24.5
"536",1023,11,91,12.1333333333333,131.04
"537",1023,12,168,5.6,70.56
"538",1023,13,70,4.66666666666667,70
"539",1023,14,35,8.75,42
"540",1023,15,70,3.5,12.6
"541",1023,16,63,9.45,73.71
"542",1023,17,14,2.1,8.82
"543",1023,18,182,30.3333333333333,218.4
"544",1023,19,70,10.5,132.3
"545",1023,20,42,10.5,182.7
"546",1023,21,119,7.93333333333333,138.04
"547",1023,22,35,8.75,26.25
"548",1023,23,126,18.9,238.14
"549",1023,24,70,5.83333333333333,77
"550",1024,1,70,7,67.2
"551",1024,2,28,5.13333333333333,77
"552",1024,3,168,14,201.6
"553",1024,4,140,7,121.8
"554",1024,5,49,1.63333333333333,8.82
"555",1024,6,56,13.0666666666667,47.04
"556",1024,7,35,5.83333333333333,84
"557",1024,8,91,21.2333333333333,101.92
"558",1024,9,133,17.7333333333333,202.16
"559",1024,10,70,2.33333333333333,7
"560",1024,11,119,3.96666666666667,40.46
"561",1024,12,70,4.66666666666667,78.4
"562",1024,13,126,27.3,442.26
"563",1024,14,14,1.86666666666667,21.28
"564",1024,15,42,7.7,27.72
"565",1024,16,70,10.5,44.1
"566",1024,17,42,9.1,109.2
"567",1024,18,168,25.2,166.32
"568",1024,19,63,7.35,132.3
"569",1024,20,175,14.5833333333333,78.75
"570",1024,21,56,14,134.4
"571",1024,22,105,26.25,173.25
"572",1024,23,56,12.1333333333333,174.72
"573",1024,24,7,0.933333333333333,14.56
"574",1025,1,56,10.2666666666667,172.48
"575",1025,2,14,2.33333333333333,14
"576",1025,3,70,5.83333333333333,73.5
"577",1025,4,7,0.7,8.4
"578",1025,5,21,1.4,16.8
"579",1025,6,56,0.933333333333333,15.12
"580",1025,7,133,31.0333333333333,186.2
"581",1025,8,119,9.91666666666667,136.85
"582",1025,9,168,14,151.2
"583",1025,10,126,23.1,124.74
"584",1025,11,77,5.13333333333333,24.64
"585",1025,12,42,6.3,64.26
"586",1025,13,42,0.7,7.56
"587",1025,14,42,7.7,83.16
"588",1025,15,175,20.4166666666667,122.5
"589",1025,16,63,13.65,147.42
"590",1025,17,21,1.75,31.5
"591",1025,18,105,12.25,183.75
"592",1025,19,56,9.33333333333333,56
"593",1025,20,154,20.5333333333333,369.6
"594",1025,21,161,2.68333333333333,9.66
"595",1025,22,154,5.13333333333333,33.88
"596",1025,23,84,14,134.4
"597",1025,24,35,4.66666666666667,47.6
"598",1026,1,56,7.46666666666667,49.28
"599",1026,2,14,0.933333333333333,15.68
"600",1026,3,42,10.5,88.2
"601",1026,4,63,1.05,15.12
"602",1026,5,70,16.3333333333333,147
"603",1026,6,70,7,25.2
"604",1026,7,168,14,134.4
"605",1026,8,77,8.98333333333333,113.19
"606",1026,9,70,15.1666666666667,218.4
"607",1026,10,42,2.1,32.76
"608",1026,11,126,18.9,272.16
"609",1026,12,175,5.83333333333333,56
"610",1026,13,84,21,113.4
"611",1026,14,21,2.8,47.04
"612",1026,15,154,10.2666666666667,129.36
"613",1026,16,56,4.66666666666667,70
"614",1026,17,70,17.5,115.5
"615",1026,18,133,22.1666666666667,359.1
"616",1026,19,70,7,75.6
"617",1026,20,42,10.5,119.7
"618",1026,21,42,7,113.4
"619",1026,22,161,26.8333333333333,112.7
"620",1026,23,175,20.4166666666667,122.5
"621",1026,24,28,6.53333333333333,27.44
"622",1027,1,70,4.66666666666667,81.2
"623",1027,2,49,8.16666666666667,24.5
"624",1027,3,175,14.5833333333333,175
"625",1027,4,49,1.63333333333333,6.86
"626",1027,5,28,6.53333333333333,94.08
"627",1027,6,56,9.33333333333333,28
"628",1027,7,70,2.33333333333333,42
"629",1027,8,126,16.8,151.2
"630",1027,9,42,0.7,6.72
"631",1027,10,84,1.4,25.2
"632",1027,11,126,4.2,75.6
"633",1027,12,154,25.6666666666667,200.2
"634",1027,13,77,19.25,254.1
"635",1027,14,70,4.66666666666667,28
"636",1027,15,42,7,88.2
"637",1027,16,70,17.5,273
"638",1027,17,7,0.816666666666667,4.41
"639",1027,18,196,19.6,58.8
"640",1027,19,63,3.15,47.25
"641",1027,20,140,23.3333333333333,280
"642",1027,21,77,8.98333333333333,86.24
"643",1028,1,70,11.6666666666667,161
"644",1028,2,21,5.25,78.75
"645",1028,3,154,2.56666666666667,26.18
"646",1028,4,147,4.9,20.58
"647",1028,5,7,1.63333333333333,29.4
"648",1028,6,63,9.45,153.09
"649",1028,7,42,5.6,47.04
"650",1028,8,126,4.2,17.64
"651",1028,9,175,8.75,105
"652",1028,10,77,6.41666666666667,42.35
"653",1028,11,119,17.85,289.17
"654",1028,12,42,7,109.2
"655",1028,13,140,23.3333333333333,308
"656",1028,14,7,1.16666666666667,12.6
"657",1028,15,63,15.75,170.1
"658",1028,16,63,8.4,40.32
"659",1028,17,49,7.35,97.02
"660",1028,18,112,5.6,77.28
"661",1028,19,63,6.3,83.16
"662",1028,20,63,1.05,3.15
"663",1028,21,168,8.4,110.88
"664",1028,22,49,0.816666666666667,6.37
"665",1028,23,140,25.6666666666667,385
"666",1028,24,63,15.75,151.2
"667",1029,1,70,17.5,147
"668",1029,2,35,5.83333333333333,105
"669",1029,3,42,2.1,15.12
"670",1029,4,133,26.6,303.24
"671",1029,5,42,8.4,45.36
"672",1029,6,70,14,243.6
"673",1029,7,175,2.91666666666667,38.5
"674",1029,8,119,17.85,128.52
"675",1029,9,154,17.9666666666667,280.28
"676",1029,10,140,23.3333333333333,126
"677",1029,11,133,13.3,191.52
"678",1029,12,63,8.4,115.92
"679",1029,13,14,3.5,60.9
"680",1029,14,49,12.25,124.95
"681",1029,15,154,25.6666666666667,431.2
"682",1029,16,63,9.45,130.41
"683",1029,17,70,10.5,176.4
"684",1029,18,112,11.2,100.8
"685",1029,19,70,2.33333333333333,16.8
"686",1029,20,154,25.6666666666667,338.8
"687",1029,21,140,2.33333333333333,37.8
"688",1029,22,147,24.5,279.3
"689",1029,23,147,2.45,41.16
"690",1029,24,42,2.8,35.28
"691",1030,1,63,10.5,163.8
"692",1030,2,49,4.08333333333333,49
"693",1030,3,63,3.15,51.03
"694",1030,4,49,0.816666666666667,7.35
"695",1030,5,42,4.9,82.32
"696",1030,6,63,9.45,68.04
"697",1030,7,154,23.1,97.02
"698",1030,8,133,19.95,179.55
"699",1030,9,42,5.6,100.8
"700",1030,10,14,1.63333333333333,7.84
"701",1030,11,56,7.46666666666667,26.88
"702",1030,12,154,10.2666666666667,160.16
"703",1030,13,147,2.45,11.76
"704",1030,14,70,11.6666666666667,210
"705",1030,15,63,10.5,88.2
"706",1030,16,70,10.5,69.3
"707",1030,17,14,0.233333333333333,2.1
"708",1030,18,105,3.5,14.7
"709",1030,19,70,3.5,27.3
"710",1030,20,63,7.35,79.38
"711",1030,21,70,8.16666666666667,63.7
"712",1030,22,126,16.8,60.48
"713",1030,23,91,1.51666666666667,5.46
"714",1030,24,49,8.16666666666667,83.3
"715",1031,1,63,4.2,37.8
"716",1031,2,70,17.5,157.5
"717",1031,3,154,28.2333333333333,491.26
"718",1031,4,112,9.33333333333333,39.2
